"name"                  ,"registered","dob"       ,"id"              ,"faculty","password"
"Kristy Vincent"        ,"False"     ,"15/2/1944" ,"Kristy13544"     ,"fa1"    ,"bbaAz15"
"Kevin Mitchell"        ,"False"     ,"18/10/1996","Kevin28420"      ,"fa2"    ,"gfOLv03"
"Frances Spencer"       ,"False"     ,"26/7/2001" ,"Frances226"      ,"fa4"    ,"XBJQz92"
"Kevin Simmons"         ,"True"      ,"17/2/1968" ,"Kevin3073"       ,"fa3"    ,"fKsMD48"
"Cassandra Mcfarland"   ,"True"      ,"10/11/1957","Cassandra40728"  ,"fa1"    ,"iiHvP17"
"Roger Phillips"        ,"True"      ,"16/12/1994","Roger36577"      ,"fa4"    ,"Selmy46"
"Brittany Stone"        ,"True"      ,"6/8/1950"  ,"Brittany19017"   ,"fa2"    ,"YTzTD31"
"Benjamin Baker"        ,"False"     ,"24/3/1954" ,"Benjamin28192"   ,"fa3"    ,"FCyXT07"
"Margaret Williams"     ,"True"      ,"3/1/1987"  ,"Margaret35098"   ,"fa1"    ,"mCiiB93"
"Rodney Steele"         ,"False"     ,"27/10/1971","Rodney48409"     ,"fa2"    ,"wrXIs72"
"Danielle Dunlap"       ,"True"      ,"1/6/1948"  ,"Danielle35058"   ,"fa2"    ,"wyflC85"
"Anthony Campbell"      ,"False"     ,"27/3/1947" ,"Anthony23182"    ,"fa3"    ,"GywgQ79"
"Monica Burns"          ,"True"      ,"15/9/1982" ,"Monica6966"      ,"fa2"    ,"ESKcu91"
"Joel Young"            ,"True"      ,"21/5/1990" ,"Joel28315"       ,"fa3"    ,"SFXEt86"
"Cynthia Smith"         ,"True"      ,"18/11/1952","Cynthia15627"    ,"fa1"    ,"btEyP45"
"Kevin Mcdaniel"        ,"True"      ,"27/8/1972" ,"Kevin26995"      ,"fa3"    ,"JkHph92"
"Monique Robinson"      ,"True"      ,"8/8/1967"  ,"Monique42535"    ,"fa3"    ,"dsVur65"
"Ian Ramos"             ,"True"      ,"22/9/1953" ,"Ian15634"        ,"fa2"    ,"piAhk09"
"Danielle Romero"       ,"False"     ,"1/3/1972"  ,"Danielle41255"   ,"fa3"    ,"sedbX37"
"Michael Hernandez"     ,"False"     ,"26/7/1993" ,"Michael4534"     ,"fa1"    ,"gUNpH64"
"Emily Ho"              ,"True"      ,"20/1/1952" ,"Emily4653"       ,"fa2"    ,"eBfmV81"
"Russell Dominguez"     ,"False"     ,"12/10/1949","Russell23972"    ,"fa2"    ,"YiUbo68"
"Julia Leon"            ,"True"      ,"17/8/1965" ,"Julia41402"      ,"fa1"    ,"KVtpk01"
"Walter Garcia"         ,"True"      ,"9/7/1957"  ,"Walter3762"      ,"fa1"    ,"cFMXW23"
"Karen Cardenas"        ,"False"     ,"5/6/1994"  ,"Karen10477"      ,"fa4"    ,"rrRyt65"
"Mark Berg"             ,"True"      ,"15/1/1951" ,"Mark3874"        ,"fa1"    ,"YrcAX09"
"Martha Andrade"        ,"True"      ,"4/1/1954"  ,"Martha7127"      ,"fa3"    ,"jRJGW48"
"Paul Little"           ,"True"      ,"13/3/1969" ,"Paul23142"       ,"fa1"    ,"neljb86"
"Amanda Pineda"         ,"True"      ,"10/9/1947" ,"Amanda23940"     ,"fa4"    ,"ySnfK89"
"Troy Porter"           ,"True"      ,"20/11/1948","Troy19846"       ,"fa1"    ,"HuiIg38"
"Carol Roberson"        ,"False"     ,"12/6/1978" ,"Carol33301"      ,"fa4"    ,"TVQTI39"
"Alexander Oliver"      ,"False"     ,"29/8/1999" ,"Alexander8207"   ,"fa3"    ,"PTJyu06"
"Jasmine Ramos"         ,"False"     ,"16/3/1977" ,"Jasmine14698"    ,"fa2"    ,"pvVnH04"
"Michael Kelley"        ,"True"      ,"17/7/1959" ,"Michael15188"    ,"fa1"    ,"hvwdT52"
"Abigail Adams"         ,"True"      ,"5/3/1949"  ,"Abigail30626"    ,"fa1"    ,"EjXpD28"
"Eric Welch"            ,"False"     ,"2/6/1966"  ,"Eric44424"       ,"fa4"    ,"ZmFiz22"
"Mary Leach"            ,"True"      ,"10/2/2000" ,"Mary7297"        ,"fa4"    ,"QwAJz80"
"Randall Duncan"        ,"True"      ,"12/4/1950" ,"Randall40058"    ,"fa4"    ,"EAjfG37"
"Stephanie Morrison"    ,"False"     ,"29/6/1942" ,"Stephanie39764"  ,"fa4"    ,"XscNJ37"
"Scott Kent"            ,"False"     ,"10/2/1987" ,"Scott41373"      ,"fa2"    ,"NzCyt11"
"Jacqueline Hayes"      ,"False"     ,"12/11/1989","Jacqueline1446"  ,"fa1"    ,"aZTnS76"
"Jesus Zuniga"          ,"False"     ,"6/3/1953"  ,"Jesus13888"      ,"fa1"    ,"xuOZv45"
"Denise Smith"          ,"False"     ,"11/2/1998" ,"Denise21167"     ,"fa3"    ,"ctaJL35"
"Matthew Taylor"        ,"False"     ,"19/7/1945" ,"Matthew9561"     ,"fa2"    ,"Lywih37"
"Stephanie Davis"       ,"True"      ,"4/4/1963"  ,"Stephanie36725"  ,"fa4"    ,"PEmwF44"
"Mark Perez"            ,"True"      ,"15/11/1956","Mark26642"       ,"fa4"    ,"gByQd06"
"Kimberly Ryan"         ,"True"      ,"6/2/1980"  ,"Kimberly44986"   ,"fa3"    ,"Rcssw27"
"Thomas Brown"          ,"True"      ,"19/4/1953" ,"Thomas17906"     ,"fa3"    ,"roPpE09"
"Laura Mcdonald"        ,"True"      ,"4/8/1951"  ,"Laura14233"      ,"fa3"    ,"vltpB04"
"Jason Perry"           ,"False"     ,"30/3/1950" ,"Jason22165"      ,"fa3"    ,"mSEMq09"
"Shannon Andrews"       ,"True"      ,"2/9/1962"  ,"Shannon34607"    ,"fa2"    ,"bBagA37"
"Jonathan Stevens"      ,"False"     ,"19/12/1943","Jonathan43793"   ,"fa2"    ,"NFRBU55"
"Leslie Hernandez"      ,"True"      ,"15/1/1974" ,"Leslie37476"     ,"fa1"    ,"yWjII50"
"Michael Sanders"       ,"False"     ,"8/8/1973"  ,"Michael31283"    ,"fa1"    ,"twHsV25"
"Jill Villarreal"       ,"True"      ,"28/8/1983" ,"Jill5994"        ,"fa2"    ,"LLXqt92"
"Gregory Rivas"         ,"True"      ,"30/12/1948","Gregory44261"    ,"fa1"    ,"Uojjz76"
"Cheryl Hayes"          ,"True"      ,"6/12/1941" ,"Cheryl10565"     ,"fa1"    ,"vZMsQ59"
"Scott Holland"         ,"True"      ,"13/7/1966" ,"Scott42407"      ,"fa4"    ,"igvQJ06"
"Sara Melendez"         ,"False"     ,"8/7/1944"  ,"Sara19783"       ,"fa2"    ,"HiRup26"
"James Melton"          ,"False"     ,"11/9/1987" ,"James46593"      ,"fa3"    ,"mXpRd03"
"Denise Adams"          ,"False"     ,"15/1/1988" ,"Denise41938"     ,"fa1"    ,"lgrEQ34"
"Nathan Lowe"           ,"False"     ,"2/6/1981"  ,"Nathan38860"     ,"fa1"    ,"ExRbA02"
"Brandy Rios"           ,"True"      ,"25/3/1983" ,"Brandy26867"     ,"fa4"    ,"yYBDR78"
"Mark Taylor"           ,"False"     ,"7/11/1978" ,"Mark42314"       ,"fa2"    ,"Csayg05"
"Jennifer Crane"        ,"True"      ,"2/1/1996"  ,"Jennifer41489"   ,"fa3"    ,"fYzDN02"
"James Conrad"          ,"True"      ,"26/7/1957" ,"James9483"       ,"fa1"    ,"wWiep31"
"Rebecca Douglas"       ,"False"     ,"29/4/1984" ,"Rebecca39457"    ,"fa1"    ,"crEnW85"
"Devin Johnson"         ,"True"      ,"28/4/1961" ,"Devin25561"      ,"fa4"    ,"iIyul65"
"Isabel Fields"         ,"True"      ,"17/4/1969" ,"Isabel27977"     ,"fa2"    ,"KXBHq48"
"Mark Brown"            ,"True"      ,"22/5/1944" ,"Mark27699"       ,"fa4"    ,"ZjxpQ54"
"Tiffany Powell"        ,"False"     ,"22/9/1989" ,"Tiffany22041"    ,"fa1"    ,"REaeq95"
"Dean Armstrong"        ,"False"     ,"19/10/1965","Dean22685"       ,"fa3"    ,"iSAiT77"
"Brittany Rodriguez"    ,"True"      ,"7/11/1943" ,"Brittany46978"   ,"fa4"    ,"lINod88"
"Eric Jones"            ,"False"     ,"3/1/1944"  ,"Eric29548"       ,"fa1"    ,"NqQPa25"
"Kristin Johnson"       ,"False"     ,"5/11/1997" ,"Kristin93"       ,"fa2"    ,"RopjA97"
"Anthony Hunter"        ,"False"     ,"4/3/1965"  ,"Anthony29829"    ,"fa2"    ,"EekdI58"
"Erika Williams"        ,"False"     ,"6/6/1971"  ,"Erika31733"      ,"fa4"    ,"ogxUr39"
"Andrew Hayden"         ,"True"      ,"19/6/1989" ,"Andrew37467"     ,"fa2"    ,"OBxsq37"
"Madeline Bradley"      ,"False"     ,"29/4/1968" ,"Madeline6204"    ,"fa3"    ,"UVtdb65"
"Jordan Mcpherson"      ,"False"     ,"28/12/1971","Jordan5527"      ,"fa4"    ,"qWHCt45"
"Cheyenne Norman"       ,"False"     ,"8/10/1944" ,"Cheyenne33875"   ,"fa4"    ,"DjEvU52"
"Nathan Santiago"       ,"True"      ,"1/1/1953"  ,"Nathan27066"     ,"fa3"    ,"AnEbd88"
"Ann Roberts"           ,"True"      ,"22/3/1985" ,"Ann15285"        ,"fa1"    ,"UcjpL66"
"Steven Anderson"       ,"False"     ,"8/10/2001" ,"Steven9411"      ,"fa1"    ,"YFOxI06"
"Tanya Neal"            ,"False"     ,"1/12/1984" ,"Tanya41060"      ,"fa3"    ,"XueSK73"
"Corey Myers"           ,"True"      ,"23/12/1943","Corey7561"       ,"fa4"    ,"vozuv90"
"Shelley Espinoza"      ,"False"     ,"4/2/1941"  ,"Shelley21409"    ,"fa3"    ,"twokj22"
"Brian Davis"           ,"False"     ,"18/9/1985" ,"Brian18799"      ,"fa4"    ,"RhPTt07"
"Danielle Wilkins"      ,"True"      ,"11/6/1963" ,"Danielle21726"   ,"fa2"    ,"BYoBI69"
"Jared Lutz"            ,"True"      ,"3/7/1942"  ,"Jared9385"       ,"fa3"    ,"xZieG27"
"Pamela Bailey"         ,"False"     ,"9/5/1983"  ,"Pamela36448"     ,"fa1"    ,"jCuFD93"
"Reginald Vega"         ,"False"     ,"9/10/1958" ,"Reginald29114"   ,"fa3"    ,"IDrqr18"
"Stephanie Williams"    ,"True"      ,"13/12/1971","Stephanie5681"   ,"fa4"    ,"yjOHc28"
"Preston Deleon"        ,"True"      ,"8/6/1953"  ,"Preston20476"    ,"fa1"    ,"LuxoM08"
"Aimee White"           ,"False"     ,"25/9/1977" ,"Aimee21611"      ,"fa3"    ,"AWQDy89"
"Roger Carr"            ,"False"     ,"2/7/1983"  ,"Roger7484"       ,"fa1"    ,"Vuvgu97"
"Ann Friedman"          ,"False"     ,"25/11/1984","Ann35756"        ,"fa4"    ,"gzXFd59"
"Joseph Vargas"         ,"True"      ,"10/8/1957" ,"Joseph15014"     ,"fa1"    ,"DQOhW53"
"Jennifer Morton"       ,"True"      ,"25/11/1964","Jennifer43603"   ,"fa1"    ,"lvoKs52"
"Timothy Rogers"        ,"True"      ,"22/12/1944","Timothy8407"     ,"fa2"    ,"zeKdG98"
"Monica Rogers"         ,"True"      ,"17/6/1950" ,"Monica6160"      ,"fa1"    ,"xkCjU68"
"Kevin James"           ,"False"     ,"14/8/2001" ,"Kevin41170"      ,"fa1"    ,"gysyT96"
"Angela Reynolds"       ,"False"     ,"25/4/1999" ,"Angela14671"     ,"fa3"    ,"gcHyd60"
"Todd Mcdowell"         ,"True"      ,"14/4/1988" ,"Todd28988"       ,"fa3"    ,"XVcrE56"
"Angela Romero"         ,"True"      ,"18/7/1965" ,"Angela38949"     ,"fa4"    ,"shRnT85"
"Joseph Mckinney"       ,"False"     ,"6/2/1952"  ,"Joseph17284"     ,"fa1"    ,"HfJEO97"
"Kelly Harrell"         ,"True"      ,"2/11/1943" ,"Kelly19974"      ,"fa4"    ,"CBNFh10"
"Charles Johnson"       ,"False"     ,"24/1/1994" ,"Charles1911"     ,"fa1"    ,"FgGJH73"
"Victoria Love"         ,"True"      ,"15/11/1964","Victoria6961"    ,"fa1"    ,"sdUjQ38"
"Larry Mckee"           ,"True"      ,"5/2/1998"  ,"Larry30925"      ,"fa3"    ,"xpTjl58"
"Laura Franklin"        ,"False"     ,"13/12/1993","Laura3090"       ,"fa4"    ,"YwAXu08"
"Aaron Williams"        ,"False"     ,"2/2/1945"  ,"Aaron31785"      ,"fa2"    ,"vSYfA90"
"Kayla Bates"           ,"True"      ,"6/6/1959"  ,"Kayla21956"      ,"fa3"    ,"LbDdS03"
"Timothy Kennedy"       ,"True"      ,"13/12/1946","Timothy7707"     ,"fa4"    ,"bbsZE64"
"Margaret White"        ,"False"     ,"30/1/1951" ,"Margaret17149"   ,"fa4"    ,"LJCni45"
"Caleb Dorsey"          ,"True"      ,"17/2/1946" ,"Caleb39885"      ,"fa2"    ,"nnUTH08"
"Kylie Becker"          ,"False"     ,"9/10/1946" ,"Kylie24329"      ,"fa1"    ,"phTaz72"
"Roger Higgins"         ,"True"      ,"25/3/1963" ,"Roger29701"      ,"fa4"    ,"Qnpos02"
"Jessica Johnson"       ,"False"     ,"9/9/1947"  ,"Jessica44538"    ,"fa3"    ,"nFQnc88"
"Travis James"          ,"False"     ,"1/12/1981" ,"Travis493"       ,"fa1"    ,"SgIot75"
"Denise Rose"           ,"True"      ,"7/9/1962"  ,"Denise7165"      ,"fa1"    ,"AZisB70"
"Jason Harris"          ,"True"      ,"30/6/1985" ,"Jason43209"      ,"fa4"    ,"avOhm25"
"Lynn Brown"            ,"True"      ,"1/3/1958"  ,"Lynn43754"       ,"fa4"    ,"Ucnvq14"
"Ronald Maynard"        ,"False"     ,"4/4/1960"  ,"Ronald10478"     ,"fa1"    ,"OBnsK57"
"Margaret Ewing"        ,"True"      ,"13/11/1965","Margaret1835"    ,"fa1"    ,"SFoFx77"
"Philip Williams"       ,"False"     ,"10/1/1982" ,"Philip44508"     ,"fa1"    ,"yhKJb68"
"Beth Flores"           ,"True"      ,"15/1/1955" ,"Beth25097"       ,"fa3"    ,"ibpUR06"
"Daniel Davis"          ,"False"     ,"25/11/1967","Daniel45957"     ,"fa3"    ,"xBqMP37"
"Whitney Nash"          ,"False"     ,"11/3/1988" ,"Whitney15431"    ,"fa2"    ,"dpXNk07"
"Matthew Simpson"       ,"False"     ,"10/1/1959" ,"Matthew49769"    ,"fa4"    ,"YwGmj39"
"Molly Mcmahon"         ,"False"     ,"1/5/1952"  ,"Molly13035"      ,"fa3"    ,"JOrnh09"
"Brian Hays"            ,"True"      ,"5/8/1987"  ,"Brian48586"      ,"fa4"    ,"UsTVZ46"
"Sheila Wright"         ,"True"      ,"28/12/1959","Sheila3161"      ,"fa1"    ,"JSEqe38"
"Dennis Solis"          ,"True"      ,"28/7/1949" ,"Dennis2113"      ,"fa2"    ,"ufMBZ32"
"Amanda Payne"          ,"True"      ,"24/1/1960" ,"Amanda1013"      ,"fa4"    ,"zmhUx40"
"Antonio Coleman"       ,"True"      ,"8/2/2001"  ,"Antonio5230"     ,"fa4"    ,"RBcoP86"
"Emily Rodriguez"       ,"True"      ,"15/5/1941" ,"Emily44877"      ,"fa3"    ,"PQIwC51"
"Thomas Cain"           ,"False"     ,"30/6/1944" ,"Thomas44728"     ,"fa2"    ,"uIrtO01"
"Judith King"           ,"True"      ,"27/5/1955" ,"Judith43909"     ,"fa3"    ,"IxfPD78"
"Daniel Powers"         ,"True"      ,"13/12/2000","Daniel42840"     ,"fa4"    ,"weLLG55"
"Julie Whitehead"       ,"True"      ,"29/3/1950" ,"Julie14389"      ,"fa3"    ,"UdmgO39"
"Manuel Mejia"          ,"False"     ,"15/5/1962" ,"Manuel20091"     ,"fa3"    ,"jptPN85"
"Karen Hill"            ,"True"      ,"29/9/1983" ,"Karen39564"      ,"fa4"    ,"EJAIU90"
"James Johnson"         ,"False"     ,"19/3/1971" ,"James22147"      ,"fa4"    ,"apTmu86"
"Maria Church"          ,"False"     ,"5/11/1997" ,"Maria49345"      ,"fa4"    ,"Vxqgx71"
"Gary Knapp"            ,"False"     ,"5/11/1957" ,"Gary15104"       ,"fa1"    ,"pzeLQ22"
"Sara Gonzalez"         ,"True"      ,"23/11/1960","Sara30615"       ,"fa3"    ,"UoRkV12"
"Eric Waters"           ,"True"      ,"6/10/1995" ,"Eric40886"       ,"fa4"    ,"yItLQ31"
"Stephanie Davidson"    ,"False"     ,"28/6/1988" ,"Stephanie31666"  ,"fa3"    ,"tnyDr39"
"Jamie Jacobson"        ,"True"      ,"27/10/1966","Jamie7702"       ,"fa2"    ,"QdoZz38"
"Ashley Grant"          ,"False"     ,"16/6/1995" ,"Ashley30836"     ,"fa2"    ,"LpOpC35"
"Glenn Cole"            ,"False"     ,"15/9/1998" ,"Glenn43867"      ,"fa4"    ,"JlGuB98"
"Valerie Ross"          ,"False"     ,"29/12/1984","Valerie41136"    ,"fa1"    ,"rcEif62"
"Benjamin Ayers"        ,"True"      ,"13/11/1975","Benjamin29379"   ,"fa1"    ,"kqNSX55"
"Shannon Bowers"        ,"True"      ,"29/8/1970" ,"Shannon20965"    ,"fa3"    ,"gmnNd59"
"Edward Dixon"          ,"True"      ,"15/3/1970" ,"Edward26784"     ,"fa1"    ,"PhWrG69"
"Alison Johnson"        ,"False"     ,"3/3/1961"  ,"Alison37426"     ,"fa1"    ,"eLklY94"
"Richard Knight"        ,"False"     ,"14/1/1977" ,"Richard7839"     ,"fa2"    ,"ulWRS40"
"Carla Haney"           ,"True"      ,"9/8/1998"  ,"Carla16774"      ,"fa3"    ,"cjpxJ48"
"Alexander Bell"        ,"True"      ,"22/3/1974" ,"Alexander28702"  ,"fa2"    ,"GOFkN63"
"Tammy Finley"          ,"False"     ,"2/8/1979"  ,"Tammy33750"      ,"fa2"    ,"gUMmQ96"
"Scott Wilson"          ,"True"      ,"12/12/1999","Scott44675"      ,"fa2"    ,"LGSjC66"
"Jennifer Valentine"    ,"True"      ,"27/4/1946" ,"Jennifer8092"    ,"fa1"    ,"xzYCE40"
"Preston Carr"          ,"False"     ,"2/12/1950" ,"Preston100"      ,"fa1"    ,"zsSlL56"
"Amy Espinoza"          ,"False"     ,"23/12/1977","Amy30826"        ,"fa1"    ,"qPOXO34"
"Kevin Warren"          ,"True"      ,"4/9/1973"  ,"Kevin14179"      ,"fa1"    ,"LpMQT94"
"Amber Hernandez"       ,"True"      ,"5/7/1972"  ,"Amber28912"      ,"fa1"    ,"HqsOP34"
"Aaron Bishop"          ,"False"     ,"22/4/1943" ,"Aaron25483"      ,"fa2"    ,"MVrUG40"
"Denise Rice"           ,"True"      ,"30/2/1958" ,"Denise43104"     ,"fa1"    ,"WgtDc25"
"Todd Cain"             ,"True"      ,"27/12/1984","Todd41961"       ,"fa2"    ,"OJbEP90"
"Lisa Bartlett"         ,"False"     ,"11/10/1949","Lisa47348"       ,"fa3"    ,"QCZBM30"
"Leonard Boyd"          ,"False"     ,"4/1/1944"  ,"Leonard1743"     ,"fa1"    ,"TSqeN58"
"Anna Howell"           ,"False"     ,"20/4/1951" ,"Anna17885"       ,"fa1"    ,"GMGWc22"
"Thomas Jones"          ,"True"      ,"3/2/1951"  ,"Thomas11568"     ,"fa4"    ,"svuAG67"
"Jasmine Hutchinson"    ,"False"     ,"28/11/1963","Jasmine45546"    ,"fa2"    ,"vaozK51"
"George Leon"           ,"False"     ,"5/3/1981"  ,"George6337"      ,"fa1"    ,"hwJjx59"
"Jamie Lee"             ,"False"     ,"12/6/1943" ,"Jamie9364"       ,"fa2"    ,"tlEGI46"
"David Harvey"          ,"True"      ,"5/7/1988"  ,"David8506"       ,"fa4"    ,"SynOr72"
"Melissa Fernandez"     ,"True"      ,"14/8/1947" ,"Melissa41313"    ,"fa4"    ,"tGOEY49"
"Glen Collins"          ,"False"     ,"19/7/1960" ,"Glen8392"        ,"fa2"    ,"EhQql27"
"Toni Davis"            ,"False"     ,"10/3/1969" ,"Toni45742"       ,"fa1"    ,"OBrtx91"
"Omar Huber"            ,"False"     ,"30/10/1958","Omar41832"       ,"fa4"    ,"CeEUZ39"
"Chelsea Williams"      ,"False"     ,"10/5/1958" ,"Chelsea27185"    ,"fa3"    ,"urSwc40"
"Ryan Francis"          ,"False"     ,"17/6/1978" ,"Ryan19291"       ,"fa4"    ,"uPARe50"
"Mary Tucker"           ,"False"     ,"4/4/1977"  ,"Mary36276"       ,"fa4"    ,"zPJih65"
"Bradley Carpenter"     ,"True"      ,"8/8/1949"  ,"Bradley35499"    ,"fa4"    ,"qHFMT24"
"Jennifer Barron"       ,"False"     ,"19/11/1942","Jennifer25680"   ,"fa1"    ,"jFmjY99"
"Kyle Sanchez"          ,"True"      ,"17/2/1985" ,"Kyle6836"        ,"fa1"    ,"krAis84"
"Kimberly Mcguire"      ,"True"      ,"9/12/1946" ,"Kimberly48735"   ,"fa1"    ,"LjNrD71"
"Joseph Edwards"        ,"True"      ,"29/3/1971" ,"Joseph12005"     ,"fa3"    ,"KEHNb83"
"Kari Valdez"           ,"False"     ,"11/2/1970" ,"Kari2367"        ,"fa2"    ,"NqLuO29"
"Dean Wright"           ,"False"     ,"6/5/1966"  ,"Dean15722"       ,"fa1"    ,"MzTQa01"
"Dawn Sweeney"          ,"False"     ,"4/5/1993"  ,"Dawn37168"       ,"fa1"    ,"QrBmG22"
"Kyle Greene"           ,"True"      ,"10/1/1979" ,"Kyle44003"       ,"fa4"    ,"OQgMT41"
"Shelly Clarke"         ,"True"      ,"9/4/1957"  ,"Shelly22047"     ,"fa2"    ,"Owkpo81"
"Justin Williams"       ,"True"      ,"7/6/1942"  ,"Justin12591"     ,"fa3"    ,"YXiTj20"
"Shirley Garza"         ,"True"      ,"12/5/1992" ,"Shirley15113"    ,"fa2"    ,"XoVAd89"
"John Garcia"           ,"True"      ,"23/3/1961" ,"John6849"        ,"fa4"    ,"Widjs39"
"Sarah Campbell"        ,"True"      ,"5/7/2001"  ,"Sarah17016"      ,"fa1"    ,"XetkU20"
"Reginald Duarte"       ,"False"     ,"8/3/1963"  ,"Reginald22107"   ,"fa3"    ,"vsbfd77"
"Melinda Scott"         ,"True"      ,"4/8/1970"  ,"Melinda20318"    ,"fa4"    ,"GmJsq06"
"Richard Jones"         ,"True"      ,"11/11/1968","Richard26097"    ,"fa1"    ,"cHQvH41"
"Christine Krueger"     ,"True"      ,"23/11/1999","Christine36135"  ,"fa4"    ,"JRAnK10"
"Gary Chen"             ,"False"     ,"4/11/1980" ,"Gary33690"       ,"fa1"    ,"IAttu34"
"Amy Kline"             ,"False"     ,"5/12/1980" ,"Amy17361"        ,"fa4"    ,"KaKQB27"
"David Murray"          ,"False"     ,"2/3/1952"  ,"David23001"      ,"fa4"    ,"oCDYf27"
"Alyssa Sloan"          ,"True"      ,"28/10/1983","Alyssa27250"     ,"fa2"    ,"OXGLJ86"
"Kevin Reyes"           ,"False"     ,"27/2/1985" ,"Kevin9690"       ,"fa3"    ,"CJWwY95"
"Pam Morton"            ,"True"      ,"21/6/1992" ,"Pam22063"        ,"fa3"    ,"WAxlq69"
"Michael Williams"      ,"True"      ,"25/11/1960","Michael22971"    ,"fa1"    ,"MbbOq44"
"Linda Johnson"         ,"True"      ,"6/2/1950"  ,"Linda36167"      ,"fa1"    ,"kHqmr71"
"James King"            ,"False"     ,"3/4/1981"  ,"James34871"      ,"fa2"    ,"dFDhn04"
"Erica Mckinney"        ,"False"     ,"8/10/1983" ,"Erica24427"      ,"fa1"    ,"LJpTy47"
"Jason Huff"            ,"False"     ,"19/5/1970" ,"Jason20183"      ,"fa1"    ,"NYniL07"
"Rhonda Smith"          ,"False"     ,"12/2/2000" ,"Rhonda3509"      ,"fa4"    ,"lLYfy22"
"Adam Carpenter"        ,"True"      ,"27/7/1976" ,"Adam22698"       ,"fa2"    ,"seHvr08"
"Ashley Marshall"       ,"False"     ,"26/5/1952" ,"Ashley23660"     ,"fa3"    ,"tCxmx85"
"Troy Payne"            ,"False"     ,"15/4/1978" ,"Troy22656"       ,"fa1"    ,"AdgmG76"
"Julie Johnson"         ,"False"     ,"19/4/1993" ,"Julie6307"       ,"fa4"    ,"DpyUd55"
"Randy Nguyen"          ,"True"      ,"7/8/1978"  ,"Randy34081"      ,"fa4"    ,"tOeVK42"
"Erica Brown"           ,"True"      ,"21/8/1941" ,"Erica45239"      ,"fa3"    ,"sgVHM04"
"John Moore"            ,"False"     ,"20/8/1959" ,"John5742"        ,"fa2"    ,"LqQuX38"
"Annette Nelson"        ,"True"      ,"15/10/1961","Annette9861"     ,"fa2"    ,"vbUAP68"
"Albert Ramos"          ,"True"      ,"18/9/1952" ,"Albert38789"     ,"fa1"    ,"oVhaW13"
"Joanne Walsh"          ,"False"     ,"24/9/1980" ,"Joanne3709"      ,"fa4"    ,"exwkY68"
"William Rosales"       ,"True"      ,"8/11/1942" ,"William7569"     ,"fa3"    ,"oJgmE77"
"Carrie Rhodes"         ,"True"      ,"13/12/1981","Carrie9436"      ,"fa2"    ,"zrGbn54"
"Rodney Roberson"       ,"False"     ,"7/10/1998" ,"Rodney5163"      ,"fa1"    ,"eZfWR42"
"Donna Stuart"          ,"True"      ,"4/5/1966"  ,"Donna32822"      ,"fa1"    ,"qDCuv22"
"Fred Cortez"           ,"True"      ,"1/8/1997"  ,"Fred7798"        ,"fa1"    ,"caDRR48"
"Shelly Davis"          ,"False"     ,"13/9/1941" ,"Shelly35220"     ,"fa1"    ,"hLofM85"
"Jason Morales"         ,"True"      ,"30/2/1943" ,"Jason24805"      ,"fa1"    ,"VfcYO39"
"Laurie Espinoza"       ,"True"      ,"6/6/1957"  ,"Laurie46097"     ,"fa1"    ,"Vklfz61"
"Shane Mcdowell"        ,"False"     ,"18/3/1958" ,"Shane32204"      ,"fa2"    ,"XLwfW06"
"Michele Evans"         ,"True"      ,"29/8/1957" ,"Michele3473"     ,"fa3"    ,"MlYsp07"
"Harry Howard"          ,"False"     ,"18/10/1964","Harry20752"      ,"fa3"    ,"bWdxT12"
"Katherine Henderson"   ,"True"      ,"13/7/1982" ,"Katherine24991"  ,"fa3"    ,"OgtGS13"
"David Browning"        ,"False"     ,"25/6/1972" ,"David6542"       ,"fa4"    ,"iUCQV72"
"Sarah Wilcox"          ,"True"      ,"23/7/1996" ,"Sarah31567"      ,"fa3"    ,"TbmBK97"
"Ryan Underwood"        ,"False"     ,"16/3/1940" ,"Ryan32344"       ,"fa4"    ,"FmCot81"
"Lori Johnson"          ,"True"      ,"7/8/1977"  ,"Lori25710"       ,"fa2"    ,"cDbuP59"
"Bruce Rivera"          ,"True"      ,"30/5/1989" ,"Bruce41321"      ,"fa3"    ,"OxitC61"
"Faith Porter"          ,"True"      ,"10/7/1943" ,"Faith17718"      ,"fa2"    ,"CifDf75"
"William Hopkins"       ,"False"     ,"30/3/1954" ,"William41510"    ,"fa3"    ,"MFgwJ76"
"Angela Phillips"       ,"True"      ,"22/2/1955" ,"Angela36263"     ,"fa4"    ,"sBSHM91"
"Ryan Moon"             ,"False"     ,"25/5/1972" ,"Ryan6760"        ,"fa1"    ,"KCQmg92"
